mes,semana,regiao,estado,comportamento_pandemia,modalidade_ensino,modalidade_trabalho,respondentes
11,2,Norte,AC,Ficou em casa e só saiu quando necessário,Remoto,Não aplicável,75
11,2,Norte,AC,Ficou em casa e só saiu quando necessário,Remoto,Não aplicável,79
11,2,Norte,AC,Ficou em casa e só saiu quando necessário,Remoto,Remoto,1
11,2,Norte,AC,Ficou em casa e só saiu quando necessário,Remoto,Presencial,1
11,2,Norte,AC,Ficou rigorosamente em casa,Não aplicável,Não aplicável,161
11,2,Norte,AC,Ficou rigorosamente em casa,Presencial,Não aplicável,1
11,2,Norte,AC,Ficou rigorosamente em casa,Híbrido,Não aplicável,10
11,2,Norte,AC,Ficou rigorosamente em casa,Remoto,Não aplicável,30
11,2,Norte,AC,Ficou rigorosamente em casa,Remoto,Não aplicável,35
11,2,Norte,AC,Ignorado,Não aplicável,Não aplicável,3
11,3,Norte,AC,Continuou saindo normalmente,Não aplicável,Não aplicável,45
11,3,Norte,AC,Continuou saindo normalmente,Não aplicável,Remoto,1
11,3,Norte,AC,Continuou saindo normalmente,Não aplicável,Presencial,1
11,3,Norte,AC,Continuou saindo normalmente,Híbrido,Não aplicável,1
11,3,Norte,AC,Continuou saindo normalmente,Remoto,Não aplicável,10
11,3,Norte,AC,Continuou saindo normalmente,Remoto,Não aplicável,1
11,3,Norte,AC,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Não aplicável,523
11,3,Norte,AC,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Remoto,12
11,3,Norte,AC,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Presencial,19
11,3,Norte,AC,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Presencial,Não aplicável,1
11,3,Norte,AC,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Híbrido,Não aplicável,10
11,3,Norte,AC,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Remoto,Não aplicável,70
11,3,Norte,AC,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Remoto,Presencial,1
11,3,Norte,AC,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Remoto,Não aplicável,11
11,3,Norte,AC,Ficou em casa e só saiu quando necessário,Não aplicável,Não aplicável,438
11,3,Norte,AC,Ficou em casa e só saiu quando necessário,Não aplicável,Remoto,5
11,3,Norte,AC,Ficou em casa e só saiu quando necessário,Não aplicável,Presencial,7
11,3,Norte,AC,Ficou em casa e só saiu quando necessário,Presencial,Não aplicável,1
11,3,Norte,AC,Ficou em casa e só saiu quando necessário,Híbrido,Não aplicável,5
11,3,Norte,AC,Ficou em casa e só saiu quando necessário,Remoto,Não aplicável,101
11,3,Norte,AC,Ficou em casa e só saiu quando necessário,Remoto,Não aplicável,52
11,3,Norte,AC,Ficou rigorosamente em casa,Não aplicável,Não aplicável,136
11,3,Norte,AC,Ficou rigorosamente em casa,Não aplicável,Presencial,1
11,3,Norte,AC,Ficou rigorosamente em casa,Híbrido,Não aplicável,7
11,3,Norte,AC,Ficou rigorosamente em casa,Remoto,Não aplicável,40
11,3,Norte,AC,Ficou rigorosamente em casa,Remoto,Não aplicável,34
11,3,Norte,AC,Ignorado,Não aplicável,Não aplicável,6
11,4,Norte,AC,Continuou saindo normalmente,Não aplicável,Não aplicável,33
11,4,Norte,AC,Continuou saindo normalmente,Não aplicável,Presencial,1
11,4,Norte,AC,Continuou saindo normalmente,Remoto,Não aplicável,11
11,4,Norte,AC,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Não aplicável,506
11,4,Norte,AC,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Remoto,22
11,4,Norte,AC,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Presencial,25
11,4,Norte,AC,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Híbrido,Não aplicável,11
11,4,Norte,AC,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Híbrido,Presencial,1
11,4,Norte,AC,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Remoto,Não aplicável,69
11,4,Norte,AC,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Remoto,Não aplicável,9
11,4,Norte,AC,Ficou em casa e só saiu quando necessário,Não aplicável,Não aplicável,403
11,4,Norte,AC,Ficou em casa e só saiu quando necessário,Não aplicável,Remoto,9
11,4,Norte,AC,Ficou em casa e só saiu quando necessário,Não aplicável,Presencial,6
11,4,Norte,AC,Ficou em casa e só saiu quando necessário,Presencial,Não aplicável,1
11,4,Norte,AC,Ficou em casa e só saiu quando necessário,Híbrido,Não aplicável,13
11,4,Norte,AC,Ficou em casa e só saiu quando necessário,Remoto,Não aplicável,118
11,4,Norte,AC,Ficou em casa e só saiu quando necessário,Remoto,Não aplicável,35
11,4,Norte,AC,Ficou rigorosamente em casa,Não aplicável,Não aplicável,132
11,4,Norte,AC,Ficou rigorosamente em casa,Presencial,Não aplicável,2
11,4,Norte,AC,Ficou rigorosamente em casa,Híbrido,Não aplicável,4
11,4,Norte,AC,Ficou rigorosamente em casa,Remoto,Não aplicável,52
11,4,Norte,AC,Ficou rigorosamente em casa,Remoto,Não aplicável,21
11,4,Norte,AC,Ignorado,Não aplicável,Não aplicável,2
11,4,Norte,AC,Ignorado,Remoto,Não aplicável,1
9,1,Norte,AM,Continuou saindo normalmente,Não aplicável,Não aplicável,127
9,1,Norte,AM,Continuou saindo normalmente,Não aplicável,Presencial,3
9,1,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Não aplicável,1145
9,1,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Remoto,23
9,1,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Presencial,36
9,1,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Não aplicável,906
9,1,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Remoto,17
9,1,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Presencial,8
9,1,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Não aplicável,292
9,1,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Presencial,1
9,1,Norte,AM,Ignorado,Não aplicável,Não aplicável,23
9,2,Norte,AM,Continuou saindo normalmente,Não aplicável,Não aplicável,131
9,2,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Não aplicável,1215
9,2,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Remoto,16
9,2,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Presencial,26
9,2,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Não aplicável,924
9,2,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Remoto,14
9,2,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Presencial,9
9,2,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Não aplicável,298
9,2,Norte,AM,Ignorado,Não aplicável,Não aplicável,14
9,3,Norte,AM,Continuou saindo normalmente,Não aplicável,Não aplicável,77
9,3,Norte,AM,Continuou saindo normalmente,Não aplicável,Presencial,2
9,3,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Não aplicável,1401
9,3,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Remoto,22
9,3,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Presencial,26
9,3,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Não aplicável,833
9,3,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Remoto,19
9,3,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Presencial,4
9,3,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Não aplicável,243
9,3,Norte,AM,Ignorado,Não aplicável,Não aplicável,5
9,4,Norte,AM,Continuou saindo normalmente,Não aplicável,Não aplicável,121
9,4,Norte,AM,Continuou saindo normalmente,Não aplicável,Remoto,2
9,4,Norte,AM,Continuou saindo normalmente,Não aplicável,Presencial,3
9,4,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Não aplicável,1360
9,4,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Remoto,20
9,4,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Presencial,37
9,4,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Não aplicável,824
9,4,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Remoto,5
9,4,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Presencial,2
9,4,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Não aplicável,296
9,4,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Remoto,4
9,4,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Presencial,1
9,4,Norte,AM,Ignorado,Não aplicável,Não aplicável,12
10,1,Norte,AM,Continuou saindo normalmente,Não aplicável,Não aplicável,154
10,1,Norte,AM,Continuou saindo normalmente,Não aplicável,Remoto,3
10,1,Norte,AM,Continuou saindo normalmente,Não aplicável,Presencial,3
10,1,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Não aplicável,1198
10,1,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Remoto,24
10,1,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Presencial,40
10,1,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Não aplicável,834
10,1,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Remoto,10
10,1,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Presencial,4
10,1,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Não aplicável,226
10,1,Norte,AM,Ignorado,Não aplicável,Não aplicável,19
10,2,Norte,AM,Continuou saindo normalmente,Não aplicável,Não aplicável,145
10,2,Norte,AM,Continuou saindo normalmente,Não aplicável,Remoto,1
10,2,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Não aplicável,1383
10,2,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Remoto,15
10,2,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Presencial,28
10,2,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Não aplicável,814
10,2,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Remoto,11
10,2,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Presencial,3
10,2,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Não aplicável,231
10,2,Norte,AM,Ignorado,Não aplicável,Não aplicável,10
10,3,Norte,AM,Continuou saindo normalmente,Não aplicável,Não aplicável,120
10,3,Norte,AM,Continuou saindo normalmente,Não aplicável,Remoto,1
10,3,Norte,AM,Continuou saindo normalmente,Não aplicável,Presencial,2
10,3,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Não aplicável,1528
10,3,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Remoto,25
10,3,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Presencial,24
10,3,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Não aplicável,715
10,3,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Remoto,9
10,3,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Presencial,1
10,3,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Não aplicável,218
10,3,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Remoto,4
10,3,Norte,AM,Ignorado,Não aplicável,Não aplicável,34
10,3,Norte,AM,Ignorado,Não aplicável,Presencial,1
10,4,Norte,AM,Continuou saindo normalmente,Não aplicável,Não aplicável,130
10,4,Norte,AM,Continuou saindo normalmente,Não aplicável,Remoto,1
10,4,Norte,AM,Continuou saindo normalmente,Não aplicável,Presencial,2
10,4,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Não aplicável,1466
10,4,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Remoto,20
10,4,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Presencial,32
10,4,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Não aplicável,686
10,4,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Remoto,13
10,4,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Presencial,3
10,4,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Não aplicável,247
10,4,Norte,AM,Ignorado,Não aplicável,Não aplicável,29
11,1,Norte,AM,Continuou saindo normalmente,Não aplicável,Não aplicável,123
11,1,Norte,AM,Continuou saindo normalmente,Não aplicável,Remoto,1
11,1,Norte,AM,Continuou saindo normalmente,Não aplicável,Presencial,7
11,1,Norte,AM,Continuou saindo normalmente,Presencial,Não aplicável,5
11,1,Norte,AM,Continuou saindo normalmente,Híbrido,Não aplicável,3
11,1,Norte,AM,Continuou saindo normalmente,Remoto,Não aplicável,27
11,1,Norte,AM,Continuou saindo normalmente,Remoto,Não aplicável,7
11,1,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Não aplicável,1085
11,1,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Remoto,26
11,1,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Presencial,30
11,1,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Presencial,Não aplicável,35
11,1,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Híbrido,Não aplicável,140
11,1,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Híbrido,Remoto,1
11,1,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Remoto,Não aplicável,75
11,1,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Remoto,Presencial,1
11,1,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Remoto,Não aplicável,42
11,1,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Não aplicável,495
11,1,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Remoto,5
11,1,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Presencial,2
11,1,Norte,AM,Ficou em casa e só saiu quando necessário,Presencial,Não aplicável,11
11,1,Norte,AM,Ficou em casa e só saiu quando necessário,Híbrido,Não aplicável,61
11,1,Norte,AM,Ficou em casa e só saiu quando necessário,Remoto,Não aplicável,131
11,1,Norte,AM,Ficou em casa e só saiu quando necessário,Remoto,Não aplicável,18
11,1,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Não aplicável,163
11,1,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Remoto,4
11,1,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Presencial,1
11,1,Norte,AM,Ficou rigorosamente em casa,Presencial,Não aplicável,8
11,1,Norte,AM,Ficou rigorosamente em casa,Híbrido,Não aplicável,22
11,1,Norte,AM,Ficou rigorosamente em casa,Remoto,Não aplicável,26
11,1,Norte,AM,Ficou rigorosamente em casa,Remoto,Não aplicável,9
11,1,Norte,AM,Ignorado,Não aplicável,Não aplicável,15
11,2,Norte,AM,Continuou saindo normalmente,Não aplicável,Não aplicável,148
11,2,Norte,AM,Continuou saindo normalmente,Não aplicável,Remoto,1
11,2,Norte,AM,Continuou saindo normalmente,Não aplicável,Presencial,1
11,2,Norte,AM,Continuou saindo normalmente,Presencial,Não aplicável,14
11,2,Norte,AM,Continuou saindo normalmente,Híbrido,Não aplicável,10
11,2,Norte,AM,Continuou saindo normalmente,Remoto,Não aplicável,36
11,2,Norte,AM,Continuou saindo normalmente,Remoto,Não aplicável,3
11,2,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Não aplicável,1147
11,2,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Remoto,13
11,2,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Presencial,24
11,2,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Presencial,Não aplicável,36
11,2,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Híbrido,Não aplicável,97
11,2,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Remoto,Não aplicável,87
11,2,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Remoto,Presencial,1
11,2,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Remoto,Não aplicável,77
11,2,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Remoto,Remoto,1
11,2,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Não aplicável,488
11,2,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Remoto,12
11,2,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Presencial,4
11,2,Norte,AM,Ficou em casa e só saiu quando necessário,Presencial,Não aplicável,10
11,2,Norte,AM,Ficou em casa e só saiu quando necessário,Híbrido,Não aplicável,35
11,2,Norte,AM,Ficou em casa e só saiu quando necessário,Remoto,Não aplicável,137
11,2,Norte,AM,Ficou em casa e só saiu quando necessário,Remoto,Não aplicável,33
11,2,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Não aplicável,133
11,2,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Remoto,1
11,2,Norte,AM,Ficou rigorosamente em casa,Presencial,Não aplicável,6
11,2,Norte,AM,Ficou rigorosamente em casa,Híbrido,Não aplicável,22
11,2,Norte,AM,Ficou rigorosamente em casa,Remoto,Não aplicável,25
11,2,Norte,AM,Ficou rigorosamente em casa,Remoto,Não aplicável,2
11,2,Norte,AM,Ignorado,Não aplicável,Não aplicável,3
11,2,Norte,AM,Ignorado,Híbrido,Não aplicável,1
11,3,Norte,AM,Continuou saindo normalmente,Não aplicável,Não aplicável,84
11,3,Norte,AM,Continuou saindo normalmente,Não aplicável,Remoto,1
11,3,Norte,AM,Continuou saindo normalmente,Presencial,Não aplicável,4
11,3,Norte,AM,Continuou saindo normalmente,Híbrido,Não aplicável,3
11,3,Norte,AM,Continuou saindo normalmente,Remoto,Não aplicável,11
11,3,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Não aplicável,1212
11,3,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Remoto,25
11,3,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Presencial,24
11,3,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Presencial,Não aplicável,60
11,3,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Presencial,Remoto,1
11,3,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Híbrido,Não aplicável,190
11,3,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Remoto,Não aplicável,142
11,3,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Remoto,Não aplicável,34
11,3,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Não aplicável,447
11,3,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Remoto,11
11,3,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Presencial,1
11,3,Norte,AM,Ficou em casa e só saiu quando necessário,Presencial,Não aplicável,12
11,3,Norte,AM,Ficou em casa e só saiu quando necessário,Híbrido,Não aplicável,52
11,3,Norte,AM,Ficou em casa e só saiu quando necessário,Remoto,Não aplicável,137
11,3,Norte,AM,Ficou em casa e só saiu quando necessário,Remoto,Não aplicável,6
11,3,Norte,AM,Ficou em casa e só saiu quando necessário,Remoto,Remoto,1
11,3,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Não aplicável,139
11,3,Norte,AM,Ficou rigorosamente em casa,Presencial,Não aplicável,4
11,3,Norte,AM,Ficou rigorosamente em casa,Híbrido,Não aplicável,10
11,3,Norte,AM,Ficou rigorosamente em casa,Remoto,Não aplicável,23
11,3,Norte,AM,Ficou rigorosamente em casa,Remoto,Não aplicável,4
11,3,Norte,AM,Ignorado,Não aplicável,Não aplicável,13
11,3,Norte,AM,Ignorado,Remoto,Não aplicável,1
11,4,Norte,AM,Continuou saindo normalmente,Não aplicável,Não aplicável,73
11,4,Norte,AM,Continuou saindo normalmente,Não aplicável,Remoto,1
11,4,Norte,AM,Continuou saindo normalmente,Não aplicável,Presencial,4
11,4,Norte,AM,Continuou saindo normalmente,Presencial,Não aplicável,7
11,4,Norte,AM,Continuou saindo normalmente,Híbrido,Não aplicável,5
11,4,Norte,AM,Continuou saindo normalmente,Remoto,Não aplicável,14
11,4,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Não aplicável,1171
11,4,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Remoto,17
11,4,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Presencial,23
11,4,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Presencial,Não aplicável,29
11,4,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Híbrido,Não aplicável,157
11,4,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Híbrido,Remoto,1
11,4,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Remoto,Não aplicável,129
11,4,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Remoto,Não aplicável,34
11,4,Norte,AM,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Remoto,Remoto,2
11,4,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Não aplicável,432
11,4,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Remoto,7
11,4,Norte,AM,Ficou em casa e só saiu quando necessário,Não aplicável,Presencial,3
11,4,Norte,AM,Ficou em casa e só saiu quando necessário,Presencial,Não aplicável,18
11,4,Norte,AM,Ficou em casa e só saiu quando necessário,Híbrido,Não aplicável,65
11,4,Norte,AM,Ficou em casa e só saiu quando necessário,Remoto,Não aplicável,97
11,4,Norte,AM,Ficou em casa e só saiu quando necessário,Remoto,Não aplicável,4
11,4,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Não aplicável,157
11,4,Norte,AM,Ficou rigorosamente em casa,Não aplicável,Remoto,1
11,4,Norte,AM,Ficou rigorosamente em casa,Presencial,Não aplicável,2
11,4,Norte,AM,Ficou rigorosamente em casa,Híbrido,Não aplicável,9
11,4,Norte,AM,Ficou rigorosamente em casa,Remoto,Não aplicável,36
11,4,Norte,AM,Ficou rigorosamente em casa,Remoto,Não aplicável,4
9,1,Norte,AP,Continuou saindo normalmente,Não aplicável,Não aplicável,30
9,1,Norte,AP,Continuou saindo normalmente,Não aplicável,Presencial,2
9,1,Norte,AP,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Não aplicável,198
9,1,Norte,AP,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Remoto,11
9,1,Norte,AP,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Presencial,13
9,1,Norte,AP,Ficou em casa e só saiu quando necessário,Não aplicável,Não aplicável,231
9,1,Norte,AP,Ficou em casa e só saiu quando necessário,Não aplicável,Remoto,10
9,1,Norte,AP,Ficou em casa e só saiu quando necessário,Não aplicável,Presencial,1
9,1,Norte,AP,Ficou rigorosamente em casa,Não aplicável,Não aplicável,137
9,1,Norte,AP,Ficou rigorosamente em casa,Não aplicável,Remoto,2
9,1,Norte,AP,Ignorado,Não aplicável,Não aplicável,4
9,2,Norte,AP,Continuou saindo normalmente,Não aplicável,Não aplicável,51
9,2,Norte,AP,Continuou saindo normalmente,Não aplicável,Remoto,1
9,2,Norte,AP,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Não aplicável,227
9,2,Norte,AP,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Remoto,6
9,2,Norte,AP,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Presencial,13
9,2,Norte,AP,Ficou em casa e só saiu quando necessário,Não aplicável,Não aplicável,292
9,2,Norte,AP,Ficou em casa e só saiu quando necessário,Não aplicável,Remoto,8
9,2,Norte,AP,Ficou em casa e só saiu quando necessário,Não aplicável,Presencial,1
9,2,Norte,AP,Ficou rigorosamente em casa,Não aplicável,Não aplicável,140
9,2,Norte,AP,Ficou rigorosamente em casa,Não aplicável,Remoto,1
9,2,Norte,AP,Ficou rigorosamente em casa,Não aplicável,Presencial,1
9,2,Norte,AP,Ignorado,Não aplicável,Não aplicável,4
9,3,Norte,AP,Continuou saindo normalmente,Não aplicável,Não aplicável,47
9,3,Norte,AP,Continuou saindo normalmente,Não aplicável,Presencial,2
9,3,Norte,AP,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Não aplicável,246
9,3,Norte,AP,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Remoto,8
9,3,Norte,AP,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Presencial,21
9,3,Norte,AP,Ficou em casa e só saiu quando necessário,Não aplicável,Não aplicável,206
9,3,Norte,AP,Ficou em casa e só saiu quando necessário,Não aplicável,Remoto,2
9,3,Norte,AP,Ficou em casa e só saiu quando necessário,Não aplicável,Presencial,6
9,3,Norte,AP,Ficou rigorosamente em casa,Não aplicável,Não aplicável,175
9,3,Norte,AP,Ficou rigorosamente em casa,Não aplicável,Remoto,1
9,4,Norte,AP,Continuou saindo normalmente,Não aplicável,Não aplicável,56
9,4,Norte,AP,Continuou saindo normalmente,Não aplicável,Remoto,1
9,4,Norte,AP,Continuou saindo normalmente,Não aplicável,Presencial,2
9,4,Norte,AP,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Não aplicável,250
9,4,Norte,AP,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Remoto,9
9,4,Norte,AP,"Reduziu contato com as pessoas, mas continuou saindo ou recebendo visitas",Não aplicável,Presencial,13
9,4,Norte,AP,Ficou em casa e só saiu quando necessário,Não aplicável,Não aplicável,231
9,4,Norte,AP,Ficou em casa e só saiu quando necessário,Não aplicável,Remoto,4
9,4,Norte,AP,Ficou em casa e só saiu quando necessário,Não aplicável,Presencial,3
